timestamp_ms,t_s,z_m,wake_label
1634583135418,115.2,0.011,0
1634583135618,115.4,0.015,0
1634583135818,115.6,0.016,0
1634583136018,115.8,0.016,0
1634583136218,116.0,0.012,0
1634583136418,116.2,0.008,0
1634583136618,116.4,0.005,0
1634583136818,116.6,0.004,0
1634583137018,116.8,0.004,0
1634583137218,117.0,0.005,0
1634583137418,117.2,0.004,0
1634583137618,117.4,0.001,0
1634583137818,117.6,-0.004,0
1634583138018,117.8,-0.009,0
1634583138218,118.0,-0.013,0
1634583138418,118.2,-0.015,0
1634583138618,118.4,-0.013,0
1634583138818,118.6,-0.008,0
1634583139018,118.8,0.001,0
1634583139218,119.0,0.008,0
1634583139418,119.2,0.011,0
1634583139618,119.4,0.006,0
1634583139818,119.6,-0.002,0
1634583140018,119.8,-0.011,0
1634583140218,120.0,-0.018,0
1634583140418,120.2,-0.021,0
1634583140618,120.4,-0.022,0
1634583140818,120.6,-0.021,0
1634583141018,120.8,-0.017,0
1634583141218,121.0,-0.014,0
1634583141418,121.2,-0.012,0
1634583141618,121.4,-0.013,0
1634583141818,121.6,-0.017,0
1634583142018,121.8,-0.018,0
1634583142218,122.0,-0.015,0
1634583142418,122.2,-0.008,0
1634583142618,122.4,0.001,0
1634583142818,122.6,0.009,0
1634583143018,122.8,0.012,0
1634583143218,123.0,0.011,0
1634583143418,123.2,0.004,0
1634583143618,123.4,-0.005,0
1634583143818,123.6,-0.015,0
1634583144018,123.8,-0.02,0
1634583144218,124.0,-0.018,0
1634583144418,124.2,-0.006,0
1634583144618,124.4,0.011,0
1634583144818,124.6,0.029,0
1634583145018,124.8,0.043,0
1634583145218,125.0,0.048,0
1634583145418,125.2,0.044,0
1634583145618,125.4,0.031,0
1634583145818,125.6,0.014,0
1634583146018,125.8,-0.002,0
1634583146218,126.0,-0.011,0
1634583146418,126.2,-0.013,0
1634583146618,126.4,-0.011,0
1634583146818,126.6,-0.005,0
1634583147018,126.8,0.002,0
1634583147218,127.0,0.009,0
1634583147418,127.2,0.014,0
1634583147618,127.4,0.015,0
1634583147818,127.6,0.011,0
1634583148018,127.8,0.004,0
1634583148218,128.0,-0.003,0
1634583148418,128.2,-0.009,0
1634583148618,128.4,-0.016,0
1634583148818,128.6,-0.025,0
1634583149018,128.8,-0.036,0
1634583149218,129.0,-0.044,0
1634583149418,129.2,-0.047,0
1634583149618,129.4,-0.042,0
1634583149818,129.6,-0.032,0
1634583150018,129.8,-0.018,0
1634583150218,130.0,-0.004,0
1634583150418,130.2,0.01,0
1634583150618,130.4,0.023,0
1634583150818,130.6,0.03,0
1634583151018,130.8,0.032,0
1634583151218,131.0,0.027,0
1634583151418,131.2,0.017,0
1634583151618,131.4,0.007,0
1634583151818,131.6,-0.002,0
1634583152018,131.8,-0.008,0
